Annotation Cluster 1	Enrichment Score: 3.3756304256879783												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Metal-binding	99	24.5049505	0.053155499	"P98157, O62640, Q8BXQ6, Q9LY87, Q9KS45, Q9NYT6, Q02975, Q15075, P98160, A2ASS6, P53585, A8K855, Q0VEE6, Q9DBT5, Q8BZ20, F4KD38, D2GXS7, Q9VCU9, Q9Z1J2, Q9UBW7, Q9BVI0, P55281, Q8C6L5, P24524, Q5BKL8, Q9KTB6, P0CT41, Q5R8Z6, O75382, Q5TZ24, P84039, Q9LG11, O17798, Q9VE51, Q8TDB6, Q6F1D3, Q3LGD4, O57429, Q32L26, A6QR55, Q16974, Q16975, Q6GQJ2, Q5U3U0, A8E627, Q9WTK7, A5D6U8, Q8I480, P97500, Q06AT0, D3YYI7, Q86TM6, Q6GPY0, P00732, B4PSS5, P68907, A8MT70, Q99315, Q58559, A1XQX0, Q05793, Q4WA45, Q80VI1, Q16878, P30622, Q09738, Q5I2E5, P0CT37, Q8R1J3, Q90875, P79102, P15498, Q5E9E1, O45539, Q8BKX6, Q5ZW89, Q6CME1, P16356, Q8N987, O65639, Q6ZN16, Q13489, Q8NB78, Q6ZV73, Q811L6, Q9C026, Q3UNX5, Q02789, O95714, Q9Y3C5, P81556, P54308, Q80TZ9, P00178, Q96C10, P02190, B3A0Q5, E7FAM5, Q6GP70"	404	8526	40789	1.172334536	0.999999978	0.479737521	52.19839621	
GOTERM_MF_DIRECT	GO:0016874	ligase activity	13	3.217821782	0.0614611	"Q86TM6, Q80VI1, Q5BKL8, P68907, D2GXS7, Q9C026, Q3UNX5, Q13489, E7FAM5, Q8TDB6, O95714, D3YYI7, Q9LY87"	332	733	33537	1.791535857	1	0.929935181	59.46474105
UP_KEYWORDS	Ubl conjugation pathway	20	4.95049505	0.071208275	"Q80VI1, A6QR55, D2GXS7, A5WWB0, Q13489, Q8GYP8, Q09738, Q8TDB6, D3YYI7, Q9LY87, Q86TM6, Q5BKL8, P68907, O57429, Q8CDU4, Q9C026, Q6QN14, E7FAM5, O95714, Q9Y3C5"	404	1330	40789	1.518238666	1	0.548573101	63.14762321	
INTERPRO	"IPR017907:Zinc finger, RING-type, conserved site"	7	1.732673267	0.071364151	"Q80VI1, O75382, P68907, D2GXS7, Q9C026, E7FAM5, Q8TDB6"	381	296	38977	2.419300206	1	0.751812548	68.17816494	
UP_KEYWORDS	Ligase	14	3.465346535	0.889474147	"Q80VI1, Q86TM6, Q5BKL8, P68907, Q9KS45, D2GXS7, Q9C026, Q3UNX5, Q13489, E7FAM5, Q8TDB6, O95714, D3YYI7, Q9LY87"	404	1759	40789	0.803570323	1	0.993328598	100	
													
Annotation Cluster 7	Enrichment Score: 1.541046664712713												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR001478:PDZ domain	7	1.732673267	0.018965891	"Q5RDQ2, P68907, Q811L6, Q5E9E1, Q9UMS6, O14924, Q059U7"	381	214	38977	3.34632178	0.99999991	0.439669511	25.63072678	
SMART	SM00228:PDZ	7	1.732673267	0.029133029	"Q5RDQ2, P68907, Q811L6, Q5E9E1, Q9UMS6, O14924, Q059U7"	218	194	18177	3.008583184	0.997215254	0.44476279	30.94540682	
UP_SEQ_FEATURE	domain:PDZ	5	1.237623762	0.043102368	"Q5RDQ2, Q811L6, Q5E9E1, Q9UMS6, O14924"	334	135	34272	3.800399202	1	0.869013565	52.4551956	
													
Annotation Cluster 8	Enrichment Score: 1.5046393893867434												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR001298:Filamin/ABP280 repeat	4	0.99009901	0.003070411	"O75382, D2GXS7, E7FAM5, Q9VEN1"	381	30	38977	13.64024497	0.926070195	0.159402739	4.644426166	
INTERPRO	IPR017868:Filamin/ABP280 repeat-like	4	0.99009901	0.005172069	"O75382, D2GXS7, E7FAM5, Q9VEN1"	381	36	38977	11.36687081	0.987625418	0.216517185	7.706304856	
SMART	SM00557:IG_FLMN	4	0.99009901	0.00537192	"O75382, D2GXS7, E7FAM5, Q9VEN1"	218	30	18177	11.11743119	0.657640448	0.141979839	6.523259233	
INTERPRO	"IPR000315:Zinc finger, B-box"	6	1.485148515	0.010294408	"Q80VI1, O75382, A8MT70, D2GXS7, Q9C026, E7FAM5"	381	134	38977	4.580679281	0.999843828	0.305935072	14.78814473	
INTERPRO	"IPR011042:Six-bladed beta-propeller, TolB-like"	6	1.485148515	0.01610442	"Q80VI1, O75382, P98157, D2GXS7, Q9VYN8, E7FAM5"	381	150	38977	4.092073491	0.999998934	0.399092225	22.20432931	
INTERPRO	IPR001258:NHL repeat	3	0.742574257	0.052941019	"O75382, D2GXS7, E7FAM5"	381	38	38977	8.076460837	1	0.666110032	56.88113236	
INTERPRO	"IPR013017:NHL repeat, subgroup"	3	0.742574257	0.055452459	"O75382, D2GXS7, E7FAM5"	381	39	38977	7.869372098	1	0.674937474	58.61596173	
INTERPRO	"IPR003649:B-box, C-terminal"	3	0.742574257	0.055452459	"O75382, D2GXS7, Q9C026"	381	39	38977	7.869372098	1	0.674937474	58.61596173	
SMART	SM00336:BBOX	5	1.237623762	0.061433927	"Q80VI1, O75382, D2GXS7, Q9C026, E7FAM5"	218	124	18177	3.362126369	0.999996685	0.650557717	54.79789025	
INTERPRO	"IPR017907:Zinc finger, RING-type, conserved site"	7	1.732673267	0.071364151	"Q80VI1, O75382, P68907, D2GXS7, Q9C026, E7FAM5, Q8TDB6"	381	296	38977	2.419300206	1	0.751812548	68.17816494	
SMART	SM00502:BBC	3	0.742574257	0.078835295	"O75382, D2GXS7, Q9C026"	218	39	18177	6.413902611	0.99999992	0.688771011	64.24212143	
INTERPRO	"IPR027370:RING-type zinc-finger, LisH dimerisation motif"	3	0.742574257	0.155871385	"Q80VI1, O75382, D2GXS7"	381	72	38977	4.262576553	1	0.882598625	92.72389682	
INTERPRO	IPR014756:Immunoglobulin E-set	5	1.237623762	0.221891982	"O75382, D2GXS7, E7FAM5, Q9HCM2, Q9VEN1"	381	247	38977	2.070887394	1	0.934414934	97.93501758	
													
Annotation Cluster 9	Enrichment Score: 1.3553824882281953												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Cell junction	17	4.207920792	0.029154136	"Q15262, Q94900, Q5ZMW5, Q9U3P2, Q6IP19, Q6R8J2, O14924, Q38PU3, Q5RDQ2, P24524, E9Q7P9, Q9VYN8, Q9C026, A6H7G2, Q14416, Q6GP70, Q503W7"	404	955	40789	1.797244829	0.99992928	0.41194358	32.95663696	
GOTERM_CC_DIRECT	GO:0030054	cell junction	15	3.712871287	0.032810163	"Q8NDA2, Q94900, Q96RW7, Q9U3P2, Q6R8J2, O14924, Q38PU3, P24524, E9Q7P9, Q9VYN8, Q9C026, A6H7G2, Q14416, Q6GP70, Q503W7"	364	778	35106	1.859480494	0.999988532	0.717476011	36.52328426
UP_KEYWORDS	Synapse	10	2.475247525	0.089772633	"P24524, Q94900, Q9VYN8, Q9U3P2, Q9C026, A6H7G2, Q14416, O14924, Q503W7, Q38PU3"	404	540	40789	1.869682802	1	0.560063928	71.94738423	
													
Annotation Cluster 10	Enrichment Score: 1.3521368787186852												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_BP_DIRECT	GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	3	0.742574257	0.015650738	"Q5BKL8, O62640, Q13489"	331	20	34287	15.53791541	0.999999999	0.967042977	22.70277975
UP_SEQ_FEATURE	repeat:BIR 2	3	0.742574257	0.020815717	"Q5BKL8, O62640, Q13489"	334	23	34272	13.38401458	1	0.762193592	29.88088702	
UP_SEQ_FEATURE	repeat:BIR 1	3	0.742574257	0.020815717	"Q5BKL8, O62640, Q13489"	334	23	34272	13.38401458	1	0.762193592	29.88088702	
INTERPRO	IPR001370:Baculoviral inhibition of apoptosis protein repeat	3	0.742574257	0.034457646	"Q5BKL8, O62640, Q13489"	381	30	38977	10.23018373	1	0.571977925	41.8584729	
SMART	SM00238:BIR	3	0.742574257	0.049586708	"Q5BKL8, O62640, Q13489"	218	30	18177	8.338073394	0.999959766	0.601510324	47.10881304	
GOTERM_MF_DIRECT	GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	3	0.742574257	0.054092151	"Q5BKL8, O62640, Q13489"	332	38	33537	7.974873177	1	0.92297512	54.69084394
UP_SEQ_FEATURE	metal ion-binding site:Zinc	6	1.485148515	0.54693935	"Q5BKL8, P00732, O62640, Q13489, A5D6U8, Q96C10"	334	509	34272	1.20955731	1	0.999994253	99.99984238	
													
Annotation Cluster 11	Enrichment Score: 1.3418898085208952												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_KEYWORDS	Antiviral defense	7	1.732673267	0.002770874	"Q8C6L5, Q80VI1, Q53G44, Q9UGM3, Q96C10, Q63184, Q13530"	404	140	40789	5.048143564	0.591896575	0.105981965	3.680181764	
GOTERM_BP_DIRECT	GO:0051607	defense response to virus	7	1.732673267	0.016059378	"Q8C6L5, Q80VI1, Q53G44, Q9UGM3, Q96C10, Q63184, Q13530"	331	209	34287	3.469391	0.999999999	0.950314297	23.22495645
UP_KEYWORDS	Immunity	9	2.227722772	0.146032086	"Q8C6L5, Q80VI1, F1N9Y5, A6H7G2, P46630, Q96C10, Q5I2E5, Q63184, Q13530"	404	520	40789	1.747434311	1	0.662057341	88.1549288	
UP_KEYWORDS	Innate immunity	7	1.732673267	0.162890799	"Q8C6L5, Q80VI1, F1N9Y5, Q96C10, Q5I2E5, Q63184, Q13530"	404	370	40789	1.910108376	1	0.675695185	90.95270731	
GOTERM_BP_DIRECT	GO:0045087	innate immune response	8	1.98019802	0.184442315	"Q8C6L5, Q80VI1, Q9UGM3, F1N9Y5, O45539, Q96C10, Q63184, Q13530"	331	480	34287	1.726435045	1	0.993837276	96.41462452
													
Annotation Cluster 12	Enrichment Score: 1.3125069347547704												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	domain:ZP	3	0.742574257	0.040777954	"Q9UGM3, Q6V0K7, P25291"	334	33	34272	9.328252586	1	0.868728271	50.46822562	
INTERPRO	IPR001507:Zona pellucida domain	3	0.742574257	0.045663706	"Q9UGM3, Q6V0K7, P25291"	381	35	38977	8.768728909	1	0.637626081	51.46222247	
SMART	SM00241:ZP	3	0.742574257	0.062012982	"Q9UGM3, Q6V0K7, P25291"	218	34	18177	7.357123583	0.999997068	0.624683557	55.14590897	
													
Annotation Cluster 13	Enrichment Score: 1.307913147405718												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR013032:EGF-like, conserved site"	14	3.465346535	3.54E-04	"Q8NDA2, P98157, A0JM12, Q501P1, Q96RW7, Q8N2E2, P0C6B8, Q6R8J2, Q5ND28, Q9VYN8, Q6DFV8, O88281, Q05793, P98160"	381	430	38977	3.330757493	0.258804701	0.036744312	0.545340297	
INTERPRO	"IPR002049:EGF-like, laminin"	5	1.237623762	0.009691445	"Q5ND28, A0JM12, O88281, Q05793, P98160"	381	85	38977	6.017755134	0.999738399	0.301373262	13.9817393	
SMART	SM00180:EGF_Lam	5	1.237623762	0.014791401	"Q5ND28, A0JM12, O88281, Q05793, P98160"	218	79	18177	5.277261642	0.948464023	0.30973824	17.02463169	
UP_SEQ_FEATURE	domain:EGF-like 9	4	0.99009901	0.023514448	"P98157, A0JM12, P0C6B8, O88281"	334	63	34272	6.51497006	1	0.777847963	33.07171199	
UP_SEQ_FEATURE	domain:EGF-like 7	4	0.99009901	0.033152642	"P98157, A0JM12, Q8N2E2, O88281"	334	72	34272	5.700598802	1	0.843778547	43.38736669	
UP_SEQ_FEATURE	domain:EGF-like 11	3	0.742574257	0.038548792	"P98157, A0JM12, O88281"	334	32	34272	9.619760479	1	0.869120031	48.4895154	
UP_SEQ_FEATURE	domain:EGF-like 14	3	0.742574257	0.040777954	"P98157, A0JM12, O88281"	334	33	34272	9.328252586	1	0.868728271	50.46822562	
UP_SEQ_FEATURE	domain:EGF-like 4	5	1.237623762	0.042134714	"P98157, A0JM12, Q8N2E2, O88281, P98160"	334	134	34272	3.82876039	1	0.870127087	51.63730847	
UP_SEQ_FEATURE	domain:EGF-like 13	3	0.742574257	0.057648477	"P98157, A0JM12, O88281"	334	40	34272	7.695808383	1	0.915593161	63.28523616	
UP_SEQ_FEATURE	domain:EGF-like 10	3	0.742574257	0.082170051	"P98157, A0JM12, O88281"	334	49	34272	6.282292558	1	0.952605099	76.47070939	
UP_SEQ_FEATURE	domain:EGF-like 6	4	0.99009901	0.090293283	"P98157, A0JM12, Q8N2E2, O88281"	334	109	34272	3.765533154	1	0.955243155	79.74850668	
UP_SEQ_FEATURE	domain:EGF-like 3	5	1.237623762	0.100906806	"P98157, A0JM12, Q8N2E2, O88281, P98160"	334	181	34272	2.834551891	1	0.958640752	83.3869305	
UP_SEQ_FEATURE	domain:EGF-like 8	3	0.742574257	0.144919528	"P98157, A0JM12, P0C6B8"	334	69	34272	4.461338193	1	0.985621514	92.87784938	
UP_KEYWORDS	Laminin EGF-like domain	3	0.742574257	0.148832535	"Q5ND28, Q05793, P98160"	404	69	40789	4.389690056	1	0.654323064	88.66920994	
UP_SEQ_FEATURE	domain:EGF-like 1	6	1.485148515	0.149019983	"P98157, A0JM12, Q8N2E2, P0C6B8, Q6R8J2, P98160"	334	287	34272	2.145173068	1	0.98648494	93.43276957	
UP_SEQ_FEATURE	domain:EGF-like 5	3	0.742574257	0.27171857	"P98157, A0JM12, Q8N2E2"	334	105	34272	2.931736527	1	0.998408804	99.52544572	
UP_SEQ_FEATURE	domain:EGF-like 2	3	0.742574257	0.590826241	"A0JM12, Q8N2E2, P98160"	334	202	34272	1.523922452	1	0.999997823	99.99997176	
													
Annotation Cluster 14	Enrichment Score: 1.127967026591826												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR004170:WWE domain	3	0.742574257	0.026406774	"Q2EMV9, Q8BZ20, Q460N5"	381	26	38977	11.80405815	1	0.518668263	33.89153797	
UP_SEQ_FEATURE	domain:PARP catalytic	3	0.742574257	0.030129664	"Q2EMV9, Q8BZ20, Q460N5"	334	28	34272	10.99401198	1	0.824608642	40.32506332	
INTERPRO	"IPR012317:Poly(ADP-ribose) polymerase, catalytic domain"	3	0.742574257	0.043327218	"Q2EMV9, Q8BZ20, Q460N5"	381	34	38977	9.0266327	1	0.627413843	49.59152986	
GOTERM_MF_DIRECT	GO:0003950	NAD+ ADP-ribosyltransferase activity	3	0.742574257	0.067307571	"Q2EMV9, Q8BZ20, Q460N5"	332	43	33537	7.047562342	1	0.915495675	62.91492591
UP_KEYWORDS	NAD	4	0.99009901	0.987712416	"Q66I21, Q2EMV9, Q8BZ20, Q460N5"	404	815	40789	0.495523295	1	0.999895601	100	
													
Annotation Cluster 15	Enrichment Score: 1.072018483321796												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
GOTERM_CC_DIRECT	GO:0031012	extracellular matrix	7	1.732673267	0.074102776	"Q9BXX0, Q63415, Q96RW7, P18406, Q05793, P98160, Q66K08"	364	282	35106	2.394026187	1	0.84669197	64.96859037
INTERPRO	"IPR000884:Thrombospondin, type 1 repeat"	4	0.99009901	0.074608115	"Q8JGT4, Q96RW7, P18406, Q66K08"	381	100	38977	4.092073491	1	0.738232668	69.85453797	
SMART	SM00209:TSP1	4	0.99009901	0.109982606	"Q8JGT4, Q96RW7, P18406, Q66K08"	218	97	18177	3.438380781	1	0.765229366	76.75748573	
													
Annotation Cluster 16	Enrichment Score: 1.022598597888005												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	IPR000477:Reverse transcriptase	4	0.99009901	0.006479384	"A2ASS6, Q99315, P0CT41, P0CT37"	381	39	38977	10.49249613	0.995937249	0.240651721	9.564259423	
GOTERM_MF_DIRECT	GO:0004519	endonuclease activity	7	1.732673267	0.014168007	"P00639, P54308, Q99315, P0CT41, Q9VE51, P24081, P0CT37"	332	198	33537	3.571239503	0.998609597	0.806898717	18.3833579
GOTERM_MF_DIRECT	GO:0004190	aspartic-type endopeptidase activity	5	1.237623762	0.019210929	"P70677, P27822, Q99315, P0CT41, P0CT37"	332	103	33537	4.903643701	0.999869275	0.832786265	24.12980436
UP_SEQ_FEATURE	domain:Reverse transcriptase	3	0.742574257	0.024371255	"Q99315, P0CT41, P0CT37"	334	25	34272	12.31329341	1	0.765971557	34.05583943	
INTERPRO	IPR021109:Aspartic peptidase	4	0.99009901	0.026778571	"P27822, Q99315, P0CT41, P0CT37"	381	66	38977	6.20011135	1	0.512496817	34.28088797	
UP_KEYWORDS	Aspartyl protease	4	0.99009901	0.029918864	"P27822, Q99315, P0CT41, P0CT37"	404	68	40789	5.938992429	0.999945172	0.373248489	33.66677051	
UP_SEQ_FEATURE	domain:Integrase catalytic	3	0.742574257	0.034237374	"Q99315, P0CT41, P0CT37"	334	30	34272	10.26107784	1	0.844069842	44.4497006	
INTERPRO	"IPR001584:Integrase, catalytic core"	3	0.742574257	0.055452459	"Q99315, P0CT41, P0CT37"	381	39	38977	7.869372098	1	0.674937474	58.61596173	
GOTERM_MF_DIRECT	GO:0003964	RNA-directed DNA polymerase activity	3	0.742574257	0.061901888	"Q99315, P0CT41, P0CT37"	332	41	33537	7.391345871	1	0.914124215	59.73491715
UP_KEYWORDS	RNA-directed DNA polymerase	3	0.742574257	0.073015173	"Q99315, P0CT41, P0CT37"	404	45	40789	6.730858086	1	0.546144082	64.10474824	
UP_KEYWORDS	Transposable element	3	0.742574257	0.073015173	"Q99315, P0CT41, P0CT37"	404	45	40789	6.730858086	1	0.546144082	64.10474824	
INTERPRO	"IPR001969:Peptidase aspartic, active site"	3	0.742574257	0.07978268	"P27822, P0CT41, P0CT37"	381	48	38977	6.393864829	1	0.748639243	72.35860672	
UP_KEYWORDS	DNA integration	3	0.742574257	0.093561484	"Q99315, P0CT41, P0CT37"	404	52	40789	5.824781036	1	0.566113654	73.48490415	
GOTERM_BP_DIRECT	GO:0015074	DNA integration	3	0.742574257	0.126443757	"Q99315, P0CT41, P0CT37"	331	64	34287	4.855598565	1	0.99012312	88.99479948
UP_KEYWORDS	DNA-directed DNA polymerase	4	0.99009901	0.229577751	"Q8CPG6, Q99315, P0CT41, P0CT37"	404	167	40789	2.418272366	1	0.754402773	97.05345172	
GOTERM_MF_DIRECT	GO:0003887	DNA-directed DNA polymerase activity	4	0.99009901	0.280038138	"Q8CPG6, Q99315, P0CT41, P0CT37"	332	186	33537	2.172366887	1	0.993583141	99.06959943
UP_KEYWORDS	Nucleotidyltransferase	10	2.475247525	0.294546017	"Q8C6L5, Q8CPG6, Q99315, Q6XQH2, P0CT41, Q3KQV9, Q57140, F4KD38, P16356, P0CT37"	404	725	40789	1.392591328	1	0.790967552	99.10404417	
UP_KEYWORDS	Multifunctional enzyme	6	1.485148515	0.441739582	"Q99315, Q5ZW89, Q2PQH8, A4XQ60, P0CT41, P0CT37"	404	443	40789	1.367442952	1	0.885159419	99.96207829	
INTERPRO	IPR012337:Ribonuclease H-like domain	4	0.99009901	0.539816686	"Q8CPG6, Q99315, P0CT41, P0CT37"	381	292	38977	1.401395031	1	0.998411437	99.9993874	
GOTERM_BP_DIRECT	GO:0006310	DNA recombination	4	0.99009901	0.615438628	"Q99315, P0CT41, P71359, P0CT37"	331	329	34287	1.259405504	1	0.999989722	99.99998322
GOTERM_BP_DIRECT	GO:0006508	proteolysis	8	1.98019802	0.678523155	"P70677, P00732, Q99315, Q7Z5A4, Q8BXQ6, O17798, P0CT41, P0CT37"	331	821	34287	1.009365191	1	0.999997554	99.9999991
UP_KEYWORDS	DNA recombination	3	0.742574257	0.828920573	"Q99315, P0CT41, P0CT37"	404	322	40789	0.940647869	1	0.989939863	100	
													
Annotation Cluster 17	Enrichment Score: 1.0065024249547656												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR018200:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2, conserved site"	5	1.237623762	0.042611326	"A6QR55, O57429, Q6QN14, A5WWB0, Q09738"	381	134	38977	3.817232734	1	0.630958615	49.00499553	
INTERPRO	"IPR001394:Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2"	5	1.237623762	0.048662528	"A6QR55, O57429, Q6QN14, A5WWB0, Q09738"	381	140	38977	3.653637045	1	0.643200193	53.76812045	
GOTERM_BP_DIRECT	GO:0016579	protein deubiquitination	5	1.237623762	0.066519123	"A6QR55, O57429, Q6QN14, A5WWB0, Q09738"	331	158	34287	3.278041225	1	0.979445534	67.49250238
UP_KEYWORDS	Thiol protease	7	1.732673267	0.14829608	"P70677, A6QR55, O57429, Q6QN14, A5WWB0, Q09738, Q6BH66"	404	359	40789	1.968635373	1	0.660452386	88.57232442	
GOTERM_BP_DIRECT	GO:0006511	ubiquitin-dependent protein catabolic process	6	1.485148515	0.206985969	"A6QR55, O57429, Q5BGN5, Q6QN14, A5WWB0, Q09738"	331	326	34287	1.906492688	1	0.995371135	97.73116861
GOTERM_MF_DIRECT	GO:0004843	thiol-dependent ubiquitin-specific protease activity	4	0.99009901	0.215898012	"A6QR55, O57429, A5WWB0, Q09738"	332	162	33537	2.494199018	1	0.988722056	96.86457358
													
Annotation Cluster 18	Enrichment Score: 0.9960908371439877												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
UP_SEQ_FEATURE	domain:DH	4	0.99009901	0.062319816	"Q6ZV73, P15498, Q8AVG0, O01761"	334	93	34272	4.413366815	1	0.922261152	66.23856294	
INTERPRO	IPR011993:Pleckstrin homology-like domain	11	2.722772277	0.073088466	"P0C0A2, Q01082, Q6ZV73, Q9VZZ9, P15498, B4NZ70, Q5ZMW5, Q8K2Y9, O14924, Q8AVG0, O01761"	381	601	38977	1.872412995	1	0.745324107	69.07979301	
INTERPRO	IPR001849:Pleckstrin homology domain	8	1.98019802	0.075812235	"Q01082, Q6ZV73, Q9VZZ9, P15498, B4NZ70, Q5ZMW5, Q8AVG0, O01761"	381	375	38977	2.182439195	1	0.7369865	70.45548675	
UP_KEYWORDS	Guanine-nucleotide releasing factor	6	1.485148515	0.082471847	"P78524, Q92546, Q6ZV73, O46382, P15498, Q8AVG0"	404	233	40789	2.599902265	1	0.548112373	68.74939237	
INTERPRO	IPR000219:Dbl homology (DH) domain	4	0.99009901	0.094862609	"Q6ZV73, P15498, Q8AVG0, O01761"	381	111	38977	3.686552694	1	0.802782298	78.59162721	
GOTERM_BP_DIRECT	GO:0035023	regulation of Rho protein signal transduction	4	0.99009901	0.10569654	"Q6ZV73, P15498, Q8AVG0, O01761"	331	118	34287	3.511393313	1	0.984122458	83.85599076
GOTERM_MF_DIRECT	GO:0005089	Rho guanyl-nucleotide exchange factor activity	4	0.99009901	0.1138359	"Q6ZV73, P15498, Q8AVG0, O01761"	332	119	33537	3.39546421	1	0.969256628	82.10153049
SMART	SM00325:RhoGEF	4	0.99009901	0.125479637	"Q6ZV73, P15498, Q8AVG0, O01761"	218	103	18177	3.238086755	1	0.772891083	81.34714176	
SMART	SM00233:PH	8	1.98019802	0.149545867	"Q01082, Q6ZV73, Q9VZZ9, P15498, B4NZ70, Q5ZMW5, Q8AVG0, O01761"	218	367	18177	1.817563683	1	0.800461633	86.8486429	
UP_SEQ_FEATURE	domain:PH	6	1.485148515	0.179386123	"Q01082, Q9VZZ9, P15498, Q5ZMW5, Q8AVG0, O01761"	334	306	34272	2.011976048	1	0.990176626	96.44299353	
													
Annotation Cluster 19	Enrichment Score: 0.9900135389397565												
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	
INTERPRO	"IPR000719:Protein kinase, catalytic domain"	23	5.693069307	0.003661448	"Q9FL63, A2ASS6, Q6ZN16, Q16974, Q16975, Q9Z1J2, Q9WTK7, F1M5M3, P49657, Q63184, O01761, F1N9Y5, P0CY46, Q60737, Q811L6, Q6PAD2, O45539, P18293, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	381	1196	38977	1.967343024	0.95526226	0.176493318	5.514965879	
INTERPRO	IPR011009:Protein kinase-like domain	25	6.188118812	0.003752336	"Q9FL63, A2ASS6, Q9H479, Q16974, Q6ZN16, Q16975, Q9Z1J2, Q9WTK7, F1M5M3, P49657, Q63184, O01761, F1N9Y5, P0CY46, Q60737, Q811L6, Q6PAD2, O45539, P18293, Q8BKX6, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	381	1350	38977	1.894478468	0.958588907	0.170810253	5.648173939	
INTERPRO	"IPR017441:Protein kinase, ATP binding site"	18	4.455445545	0.005624066	"Q9FL63, Q6ZN16, Q16974, Q16975, Q9Z1J2, Q9WTK7, P49657, Q63184, F1N9Y5, P0CY46, Q60737, Q6PAD2, O45539, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	381	870	38977	2.116589737	0.991579023	0.222306354	8.352682572	
GOTERM_MF_DIRECT	GO:0004672	protein kinase activity	14	3.465346535	0.029739866	"Q9FL63, A2ASS6, Q60737, Q811L6, O45539, P18293, Q9Z1J2, P49760, Q9WTK7, Q8NEV4, P49657, F1M5M3, Q63184, O01761"	332	729	33537	1.93993257	0.999999097	0.824437481	34.93591243
UP_KEYWORDS	Serine/threonine-protein kinase	17	4.207920792	0.029838346	"A2ASS6, Q6ZN16, Q16974, Q16975, Q9Z1J2, Q9WTK7, P49657, Q63184, Q60737, Q6PAD2, Q811L6, Q8BKX6, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	404	957	40789	1.793488832	0.999943682	0.38689862	33.59233021	
GOTERM_BP_DIRECT	GO:0006468	protein phosphorylation	16	3.96039604	0.054000547	"Q9FL63, Q9Z1J2, Q9WTK7, F1M5M3, P49657, Q63184, O01761, F1N9Y5, Q60737, Q811L6, O45539, P57078, Q8S9L6, P18293, P49760, Q5ZKI0"	331	981	34287	1.68947772	1	0.977459331	59.59559119
GOTERM_BP_DIRECT	GO:0046777	protein autophosphorylation	7	1.732673267	0.06627853	"Q60737, Q8BKX6, P49760, Q9WTK7, Q8NEV4, Q63184, Q5ZKI0"	331	295	34287	2.457975319	1	0.982508649	67.35545845
UP_SEQ_FEATURE	domain:Protein kinase	15	3.712871287	0.072052701	"A2ASS6, Q6ZN16, Q9Z1J2, Q9WTK7, P49657, Q63184, Q60737, Q6PAD2, Q811L6, P18293, P57078, Q8S9L6, P49760, Q8NEV4, Q5ZKI0"	334	930	34272	1.655012556	1	0.945039316	71.68916647	
